"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Pedestrian, other","55 to 59","Pennsylvania","2021","--","895,304","--","--","--"
"Pedestrian, other","55 to 59","Pennsylvania","2020","--","920,546","--","--","--"
"Pedestrian, other","55 to 59","Pennsylvania","2019","--","909,729","--","--","--"
"Pedestrian, other","55 to 59","Pennsylvania","2018","--","921,887","--","--","--"
"Pedestrian, other","55 to 59","South Carolina","2022","--","344,671","--","--","--"
"Pedestrian, other","55 to 59","South Carolina","2021","--","346,553","--","--","--"
"Pedestrian, other","55 to 59","South Carolina","2020","--","348,219","--","--","--"
"Pedestrian, other","55 to 59","South Carolina","2019","--","350,252","--","--","--"
"Pedestrian, other","55 to 59","South Carolina","2018","--","345,106","--","--","--"
"Pedestrian, other","55 to 59","Tennessee","2022","--","454,355","--","--","--"
"Pedestrian, other","55 to 59","Tennessee","2020","--","465,340","--","--","--"
"Pedestrian, other","55 to 59","Tennessee","2019","--","459,940","--","--","--"
"Pedestrian, other","55 to 59","Tennessee","2018","--","456,148","--","--","--"
"Pedestrian, other","55 to 59","Texas","2023","--","1,686,608","--","--","--"
"Pedestrian, other","55 to 59","Texas","2022","--","1,695,761","--","--","--"
"Pedestrian, other","55 to 59","Texas","2021","--","1,714,253","--","--","--"
"Pedestrian, other","55 to 59","Texas","2020","--","1,730,871","--","--","--"
"Pedestrian, other","55 to 59","Texas","2019","--","1,719,371","--","--","--"
"Pedestrian, other","55 to 59","Texas","2018","--","1,707,712","--","--","--"
"Pedestrian, other","55 to 59","Utah","2023","--","152,963","--","--","--"
"Pedestrian, other","55 to 59","Utah","2018","--","155,445","--","--","--"
"Pedestrian, other","55 to 59","Vermont","2023","--","43,174","--","--","--"
"Pedestrian, other","55 to 59","Vermont","2019","--","47,419","--","--","--"
"Pedestrian, other","55 to 59","Virginia","2021","--","577,651","--","--","--"
"Pedestrian, other","55 to 59","Virginia","2020","--","589,491","--","--","--"
"Pedestrian, other","55 to 59","Virginia","2019","--","584,742","--","--","--"
"Pedestrian, other","55 to 59","Virginia","2018","--","582,827","--","--","--"
"Pedestrian, other","55 to 59","Washington","2022","--","460,194","--","--","--"
"Pedestrian, other","55 to 59","Washington","2021","--","474,351","--","--","--"
"Pedestrian, other","55 to 59","Washington","2020","--","487,862","--","--","--"
"Pedestrian, other","55 to 59","Washington","2019","--","488,580","--","--","--"
"Pedestrian, other","55 to 59","Washington","2018","--","491,334","--","--","--"
"Pedestrian, other","55 to 59","West Virginia","2023","--","114,515","--","--","--"
"Pedestrian, other","55 to 59","West Virginia","2018","--","127,451","--","--","--"
"Pedestrian, other","55 to 59","Wisconsin","2020","--","423,434","--","--","--"
"Pedestrian, other","55 to 59","Wisconsin","2018","--","425,928","--","--","--"
"Pedestrian, other","60 to 64","Alabama","2022","--","333,809","--","--","--"
"Pedestrian, other","60 to 64","Alabama","2021","--","333,077","--","--","--"
"Pedestrian, other","60 to 64","Alabama","2020","--","330,916","--","--","--"
"Pedestrian, other","60 to 64","Alabama","2019","--","321,353","--","--","--"
"Pedestrian, other","60 to 64","Arizona","2023","--","452,799","--","--","--"
"Pedestrian, other","60 to 64","Arizona","2022","--","451,167","--","--","--"
"Pedestrian, other","60 to 64","Arizona","2021","--","447,052","--","--","--"
"Pedestrian, other","60 to 64","Arizona","2019","--","433,564","--","--","--"
"Pedestrian, other","60 to 64","Arkansas","2022","--","192,100","--","--","--"
"Pedestrian, other","60 to 64","Arkansas","2020","--","188,963","--","--","--"
"Pedestrian, other","60 to 64","Arkansas","2019","--","187,875","--","--","--"
"Pedestrian, other","60 to 64","California","2023","11**","2,318,128","0.48**","--","31"
"Pedestrian, other","60 to 64","California","2022","17**","2,321,925","0.73**","--","51"
"Pedestrian, other","60 to 64","California","2021","12**","2,327,961","0.52**","--","38"
"Pedestrian, other","60 to 64","California","2020","11**","2,319,766","0.47**","--","38"
"Pedestrian, other","60 to 64","California","2019","12**","2,273,197","0.53**","--","37"
"Pedestrian, other","60 to 64","California","2018","--","2,253,633","--","--","--"
"Pedestrian, other","60 to 64","Colorado","2021","--","353,443","--","--","--"
"Pedestrian, other","60 to 64","Colorado","2020","--","351,309","--","--","--"
"Pedestrian, other","60 to 64","Colorado","2019","--","347,958","--","--","--"
"Pedestrian, other","60 to 64","Connecticut","2022","--","254,944","--","--","--"
"Pedestrian, other","60 to 64","Connecticut","2021","--","255,121","--","--","--"
"Pedestrian, other","60 to 64","Connecticut","2019","--","245,645","--","--","--"
"Pedestrian, other","60 to 64","Delaware","2023","--","75,501","--","--","--"
"Pedestrian, other","60 to 64","Florida","2023","--","1,550,192","--","--","--"
"Pedestrian, other","60 to 64","Florida","2022","--","1,519,046","--","--","--"
"Pedestrian, other","60 to 64","Florida","2021","12**","1,481,372","0.81**","--","33"
"Pedestrian, other","60 to 64","Florida","2020","--","1,444,052","--","--","--"
"Pedestrian, other","60 to 64","Florida","2019","--","1,408,052","--","--","--"
"Pedestrian, other","60 to 64","Florida","2018","--","1,377,367","--","--","--"
"Pedestrian, other","60 to 64","Georgia","2023","--","659,606","--","--","--"
"Pedestrian, other","60 to 64","Georgia","2022","--","649,335","--","--","--"
"Pedestrian, other","60 to 64","Georgia","2021","--","641,409","--","--","--"
"Pedestrian, other","60 to 64","Georgia","2020","--","630,741","--","--","--"
"Pedestrian, other","60 to 64","Georgia","2019","--","616,177","--","--","--"
"Pedestrian, other","60 to 64","Georgia","2018","--","603,076","--","--","--"
"Pedestrian, other","60 to 64","Idaho","2023","--","118,239","--","--","--"
"Pedestrian, other","60 to 64","Idaho","2019","--","108,797","--","--","--"
"Pedestrian, other","60 to 64","Illinois","2023","--","803,562","--","--","--"
"Pedestrian, other","60 to 64","Illinois","2022","--","811,836","--","--","--"
"Pedestrian, other","60 to 64","Illinois","2021","--","820,030","--","--","--"
"Pedestrian, other","60 to 64","Illinois","2020","--","820,439","--","--","--"
"Pedestrian, other","60 to 64","Illinois","2019","--","802,804","--","--","--"
"Pedestrian, other","60 to 64","Illinois","2018","--","796,674","--","--","--"
"Pedestrian, other","60 to 64","Indiana","2023","--","431,937","--","--","--"
"Pedestrian, other","60 to 64","Indiana","2022","--","434,395","--","--","--"
"Pedestrian, other","60 to 64","Indiana","2021","--","435,810","--","--","--"
"Pedestrian, other","60 to 64","Indiana","2020","--","432,916","--","--","--"
"Pedestrian, other","60 to 64","Indiana","2019","--","426,048","--","--","--"
"Pedestrian, other","60 to 64","Indiana","2018","--","422,111","--","--","--"
"Pedestrian, other","60 to 64","Iowa","2021","--","210,304","--","--","--"
"Pedestrian, other","60 to 64","Kansas","2020","--","184,834","--","--","--"
"Pedestrian, other","60 to 64","Kansas","2019","--","182,627","--","--","--"
"Pedestrian, other","60 to 64","Kentucky","2023","--","294,911","--","--","--"
"Pedestrian, other","60 to 64","Louisiana","2023","--","291,290","--","--","--"
"Pedestrian, other","60 to 64","Louisiana","2022","--","293,987","--","--","--"
"Pedestrian, other","60 to 64","Louisiana","2021","--","296,725","--","--","--"
"Pedestrian, other","60 to 64","Louisiana","2020","--","297,399","--","--","--"
"Pedestrian, other","60 to 64","Louisiana","2019","--","296,654","--","--","--"
"Pedestrian, other","60 to 64","Maine","2023","--","109,409","--","--","--"
"Pedestrian, other","60 to 64","Maine","2020","--","108,079","--","--","--"
"Pedestrian, other","60 to 64","Maryland","2023","--","406,748","--","--","--"
"Pedestrian, other","60 to 64","Maryland","2022","--","405,290","--","--","--"
"Pedestrian, other","60 to 64","Maryland","2021","--","404,654","--","--","--"
"Pedestrian, other","60 to 64","Maryland","2020","--","400,060","--","--","--"
"Pedestrian, other","60 to 64","Maryland","2019","--","387,062","--","--","--"
"Pedestrian, other","60 to 64","Maryland","2018","--","380,362","--","--","--"
"Pedestrian, other","60 to 64","Massachusetts","2021","--","473,888","--","--","--"
"Pedestrian, other","60 to 64","Massachusetts","2020","--","469,227","--","--","--"
"Pedestrian, other","60 to 64","Massachusetts","2019","--","452,116","--","--","--"
"Pedestrian, other","60 to 64","Massachusetts","2018","--","446,328","--","--","--"
"Pedestrian, other","60 to 64","Michigan","2023","--","690,061","--","--","--"
"Pedestrian, other","60 to 64","Michigan","2022","--","697,332","--","--","--"
"Pedestrian, other","60 to 64","Minnesota","2023","--","378,597","--","--","--"
"Pedestrian, other","60 to 64","Minnesota","2020","--","375,325","--","--","--"
"Pedestrian, other","60 to 64","Minnesota","2019","--","365,497","--","--","--"
"Pedestrian, other","60 to 64","Minnesota","2018","--","359,507","--","--","--"
"Pedestrian, other","60 to 64","Mississippi","2022","--","188,863","--","--","--"
"Pedestrian, other","60 to 64","Mississippi","2020","--","188,965","--","--","--"
"Pedestrian, other","60 to 64","Mississippi","2019","--","188,385","--","--","--"
"Pedestrian, other","60 to 64","Mississippi","2018","--","187,107","--","--","--"
"Pedestrian, other","60 to 64","Missouri","2023","--","414,338","--","--","--"
"Pedestrian, other","60 to 64","Missouri","2021","--","415,360","--","--","--"
"Pedestrian, other","60 to 64","Missouri","2018","--","399,079","--","--","--"
"Pedestrian, other","60 to 64","Montana","2023","--","77,039","--","--","--"
"Pedestrian, other","60 to 64","Montana","2021","--","78,766","--","--","--"
"Pedestrian, other","60 to 64","Nebraska","2020","--","121,399","--","--","--"
"Pedestrian, other","60 to 64","Nebraska","2019","--","118,678","--","--","--"
"Pedestrian, other","60 to 64","Nevada","2023","--","197,417","--","--","--"
"Pedestrian, other","60 to 64","Nevada","2022","--","196,045","--","--","--"
"Pedestrian, other","60 to 64","Nevada","2021","--","193,791","--","--","--"
"Pedestrian, other","60 to 64","Nevada","2020","--","190,645","--","--","--"
"Pedestrian, other","60 to 64","Nevada","2019","--","185,703","--","--","--"
"Pedestrian, other","60 to 64","New Hampshire","2021","--","110,401","--","--","--"
"Pedestrian, other","60 to 64","New Hampshire","2020","--","107,656","--","--","--"
"Pedestrian, other","60 to 64","New Jersey","2023","--","622,211","--","--","--"
"Pedestrian, other","60 to 64","New Jersey","2021","--","621,712","--","--","--"
"Pedestrian, other","60 to 64","New Jersey","2020","--","615,271","--","--","--"
"Pedestrian, other","60 to 64","New Jersey","2019","--","581,090","--","--","--"
"Pedestrian, other","60 to 64","New Jersey","2018","--","571,307","--","--","--"
"Pedestrian, other","60 to 64","New Mexico","2022","--","138,613","--","--","--"
"Pedestrian, other","60 to 64","New Mexico","2021","--","139,626","--","--","--"
"Pedestrian, other","60 to 64","New Mexico","2020","--","139,242","--","--","--"
"Pedestrian, other","60 to 64","New Mexico","2018","--","134,730","--","--","--"
"Pedestrian, other","60 to 64","New York","2023","--","1,303,797","--","--","--"
"Pedestrian, other","60 to 64","New York","2022","--","1,311,143","--","--","--"
"Pedestrian, other","60 to 64","New York","2021","--","1,318,049","--","--","--"
"Pedestrian, other","60 to 64","New York","2020","--","1,314,672","--","--","--"
"Pedestrian, other","60 to 64","New York","2019","--","1,248,924","--","--","--"
"Pedestrian, other","60 to 64","New York","2018","--","1,235,223","--","--","--"
"Pedestrian, other","60 to 64","North Carolina","2023","--","689,254","--","--","--"
"Pedestrian, other","60 to 64","North Carolina","2022","--","681,233","--","--","--"
"Pedestrian, other","60 to 64","North Carolina","2021","--","672,192","--","--","--"
"Pedestrian, other","60 to 64","North Carolina","2020","--","659,991","--","--","--"
"Pedestrian, other","60 to 64","North Carolina","2018","--","646,738","--","--","--"
"Pedestrian, other","60 to 64","North Dakota","2019","--","46,673","--","--","--"
"Pedestrian, other","60 to 64","Ohio","2023","--","784,325","--","--","--"
"Pedestrian, other","60 to 64","Ohio","2022","--","796,288","--","--","--"
"Pedestrian, other","60 to 64","Ohio","2021","--","806,936","--","--","--"
"Pedestrian, other","60 to 64","Ohio","2020","--","807,370","--","--","--"
"Pedestrian, other","60 to 64","Ohio","2019","--","796,149","--","--","--"
"Pedestrian, other","60 to 64","Ohio","2018","--","789,493","--","--","--"
"Pedestrian, other","60 to 64","Oklahoma","2023","--","245,273","--","--","--"
"Pedestrian, other","60 to 64","Oklahoma","2021","--","244,284","--","--","--"
"Pedestrian, other","60 to 64","Oklahoma","2020","--","241,844","--","--","--"
"Pedestrian, other","60 to 64","Oregon","2023","--","261,122","--","--","--"
"Pedestrian, other","60 to 64","Oregon","2022","--","266,140","--","--","--"
"Pedestrian, other","60 to 64","Pennsylvania","2023","--","894,127","--","--","--"
"Pedestrian, other","60 to 64","Pennsylvania","2022","--","907,289","--","--","--"
"Pedestrian, other","60 to 64","Pennsylvania","2021","--","918,102","--","--","--"
"Pedestrian, other","60 to 64","Pennsylvania","2019","--","895,409","--","--","--"
"Pedestrian, other","60 to 64","Pennsylvania","2018","--","888,718","--","--","--"
"Pedestrian, other","60 to 64","South Carolina","2023","--","360,309","--","--","--"
"Pedestrian, other","60 to 64","South Carolina","2022","--","353,603","--","--","--"
"Pedestrian, other","60 to 64","South Carolina","2021","--","347,128","--","--","--"
"Pedestrian, other","60 to 64","South Carolina","2020","--","339,524","--","--","--"
"Pedestrian, other","60 to 64","South Carolina","2019","--","339,368","--","--","--"
"Pedestrian, other","60 to 64","South Carolina","2018","--","333,676","--","--","--"
"Pedestrian, other","60 to 64","South Dakota","2018","--","58,042","--","--","--"
"Pedestrian, other","60 to 64","Tennessee","2023","--","455,583","--","--","--"
"Pedestrian, other","60 to 64","Tennessee","2022","--","451,373","--","--","--"
"Pedestrian, other","60 to 64","Tennessee","2021","--","447,303","--","--","--"
"Pedestrian, other","60 to 64","Tennessee","2020","--","441,742","--","--","--"
"Pedestrian, other","60 to 64","Tennessee","2018","--","429,339","--","--","--"
"Pedestrian, other","60 to 64","Texas","2023","--","1,652,778","--","--","--"
"Pedestrian, other","60 to 64","Texas","2022","--","1,635,250","--","--","--"
"Pedestrian, other","60 to 64","Texas","2021","14**","1,614,897","0.87**","--","38"
"Pedestrian, other","60 to 64","Texas","2020","--","1,588,392","--","--","--"
"Pedestrian, other","60 to 64","Texas","2019","--","1,549,940","--","--","--"
"Pedestrian, other","60 to 64","Texas","2018","--","1,515,948","--","--","--"
"Pedestrian, other","60 to 64","Utah","2023","--","156,049","--","--","--"
"Pedestrian, other","60 to 64","Utah","2020","--","151,536","--","--","--"
"Pedestrian, other","60 to 64","Virginia","2023","--","552,645","--","--","--"
"Pedestrian, other","60 to 64","Virginia","2022","--","550,027","--","--","--"
"Pedestrian, other","60 to 64","Virginia","2020","--","541,344","--","--","--"
"Pedestrian, other","60 to 64","Virginia","2019","--","530,134","--","--","--"
"Pedestrian, other","60 to 64","Virginia","2018","--","523,093","--","--","--"
